cve_id,component,severity,cvss_vector,cvss_version,base_score,AV,AC,PR,UI,S,C,I,A
CVE-2026-35620,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,3.1,5.3,N,L,L,N,U,N,L,L
CVE-2026-35621,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-35622,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,5.8,N,H,L,N,U,L,H,N
CVE-2026-35623,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,4.7,N,H,N,N,U,L,L,N
CVE-2026-35624,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,4.1,N,H,L,N,U,L,L,N
CVE-2026-35625,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,7.7,L,L,L,N,U,H,H,H
CVE-2026-35626,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-35627,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,3.1,6.4,N,L,N,N,U,N,L,L
CVE-2026-35628,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,4.7,N,H,N,N,U,L,L,N
CVE-2026-35629,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:L,3.1,7.4,N,L,L,N,C,L,L,L
CVE-2026-35630,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,3.1,7.9,N,L,L,R,U,H,H,H
CVE-2026-35631,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-35632,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.1,7.0,L,L,L,N,U,N,H,H
CVE-2026-35633,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-35634,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,5.0,L,L,N,N,U,L,L,N
CVE-2026-35635,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,4.7,N,H,N,N,U,L,L,N
CVE-2026-35636,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-35637,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.1,7.3,N,L,N,N,U,L,L,L
CVE-2026-35638,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-35639,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-35640,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-35641,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-35642,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,3.1,4.2,N,L,L,N,U,N,L,N
CVE-2026-35643,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,8.7,N,L,N,R,U,H,H,H
CVE-2026-35644,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-35645,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.1,8.0,N,L,L,N,U,N,H,H
CVE-2026-35646,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,4.7,N,H,N,N,U,L,L,N
CVE-2026-35647,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,5.3,N,L,N,N,U,N,L,N
CVE-2026-35648,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,3.6,N,H,N,N,U,N,L,N
CVE-2026-35649,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,6.4,N,L,N,N,U,L,L,N
CVE-2026-35650,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,7.5,N,H,L,N,U,H,H,H
CVE-2026-35651,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,3.1,4.2,N,L,N,R,U,N,L,N
CVE-2026-35652,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,3.1,6.4,N,L,N,N,U,N,L,L
CVE-2026-35653,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.1,8.0,N,L,L,N,U,N,H,H
CVE-2026-35654,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,5.3,N,L,N,N,U,N,L,N
CVE-2026-35655,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:H/A:N,3.1,5.7,N,L,L,R,U,N,H,N
CVE-2026-35656,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,6.4,N,L,N,N,U,L,L,N
CVE-2026-35657,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-35658,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-35659,OpenClaw,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,3.1,4.6,A,L,N,R,U,L,L,N
CVE-2026-35660,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.1,8.0,N,L,L,N,U,N,H,H
CVE-2026-35661,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,5.3,N,L,N,N,U,N,L,N
CVE-2026-35662,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,3.1,4.2,N,L,L,N,U,N,L,N
CVE-2026-35663,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-35664,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,5.3,N,L,N,N,U,N,L,N
CVE-2026-35665,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-35666,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-35667,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:H,3.1,6.1,L,L,L,N,U,N,L,H
CVE-2026-35668,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-35669,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-35670,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:N,3.1,5.8,N,H,L,N,U,H,L,N
CVE-2026-35673,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:H/I:L/A:N,3.1,6.5,N,H,L,R,C,H,L,N
CVE-2026-35674,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-3689,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-40037,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,3.1,6.4,N,L,N,R,U,H,N,N
CVE-2026-40045,OpenClaw,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,3.1,5.7,A,L,N,R,U,H,N,N
CVE-2026-4039,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,3.1,6.2,N,L,L,N,U,L,L,L
CVE-2026-4040,OpenClaw,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.1,3.2,L,L,L,N,U,L,N,N
CVE-2026-41294,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,3.1,8.5,L,L,N,R,C,H,H,H
CVE-2026-41295,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-41296,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N,3.1,8.1,N,H,L,N,C,H,H,N
CVE-2026-41297,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,3.1,7.5,N,L,L,R,C,H,L,N
CVE-2026-41298,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-41299,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,7.1,N,L,L,N,U,L,H,N
CVE-2026-41300,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,3.1,6.4,N,L,N,R,U,H,N,N
CVE-2026-41301,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-41302,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,3.1,7.5,N,L,L,R,C,H,L,N
CVE-2026-41303,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-41329,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.1,9.9,N,L,L,N,C,H,H,H
CVE-2026-41330,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,4.3,L,L,L,N,U,L,L,N
CVE-2026-41331,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-41332,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,5.3,L,H,L,N,U,L,H,N
CVE-2026-41334,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,3.1,6.4,N,L,N,R,U,N,N,H
CVE-2026-41335,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-41336,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-41337,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-41338,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:N/I:H/A:L,3.1,5.0,L,H,L,R,U,N,H,L
CVE-2026-41339,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.1,4.2,N,L,L,N,U,L,N,N
CVE-2026-41340,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,6.4,N,L,N,N,U,L,L,N
CVE-2026-41341,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-41342,OpenClaw,HIGH,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,3.1,7.2,A,L,N,R,U,H,H,N
CVE-2026-41343,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-41344,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-41345,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,3.1,5.2,N,H,N,R,U,H,N,N
CVE-2026-41346,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-41347,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,3.1,7.1,N,L,N,R,C,L,L,L
CVE-2026-41348,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-41349,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-41350,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.1,4.2,N,L,L,N,U,L,N,N
CVE-2026-41351,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-41352,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-41353,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,3.1,8.0,N,L,L,N,U,H,H,N
CVE-2026-41359,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,7.1,N,L,L,N,U,L,H,N
CVE-2026-41361,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N,3.1,7.0,N,H,L,N,C,H,L,N
CVE-2026-41362,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,3.1,4.2,N,L,L,N,U,N,N,L
CVE-2026-41363,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,5.2,N,H,L,N,U,H,N,N
CVE-2026-41364,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.1,8.0,N,L,L,N,U,N,H,H
CVE-2026-41365,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-41366,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,5.4,L,L,L,N,U,H,N,N
CVE-2026-41367,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,3.1,4.9,N,L,L,N,C,N,L,N
CVE-2026-41368,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-41369,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-41370,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-41371,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:H/A:L,3.1,8.5,N,L,L,N,C,N,H,L
CVE-2026-41372,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,3.1,5.7,N,L,N,N,C,L,N,N
CVE-2026-41373,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,6.1,L,L,L,N,U,L,H,N
CVE-2026-41374,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-41375,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-41376,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,6.4,N,L,N,N,U,L,L,N
CVE-2026-41377,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,3.1,4.6,N,L,L,R,U,L,L,N
CVE-2026-41378,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-41379,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,7.1,N,L,L,N,U,L,H,N
CVE-2026-41380,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,3.1,7.2,L,L,L,R,U,H,H,H
CVE-2026-41381,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-41382,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-41383,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.1,8.0,N,L,L,N,U,N,H,H
CVE-2026-41384,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-41385,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-41386,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,9.1,N,L,N,N,U,H,H,N
CVE-2026-41387,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-41388,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,6.4,N,L,N,N,U,L,L,N
CVE-2026-41389,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,3.1,5.7,N,L,N,N,C,L,N,N
CVE-2026-41390,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,3.1,7.2,L,L,L,R,U,H,H,H
CVE-2026-41391,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,5.3,L,H,L,N,U,L,H,N
CVE-2026-41392,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,3.1,6.6,L,H,L,R,U,H,H,H
CVE-2026-41393,OpenClaw,MEDIUM,CVSS:3.1/AV:A/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,3.1,4.8,A,H,N,R,U,H,N,N
CVE-2026-41394,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:N,3.1,8.1,N,L,N,N,U,L,H,N
CVE-2026-41395,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,3.1,7.5,N,L,N,N,U,N,H,N
CVE-2026-41396,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-41397,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N,3.1,6.8,N,H,L,N,U,H,H,N
CVE-2026-41398,OpenClaw,MEDIUM,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,3.1,4.6,A,L,N,R,U,N,L,L
CVE-2026-41399,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.1,7.5,N,L,N,N,U,N,N,H
CVE-2026-41400,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.1,5.3,N,L,N,N,U,N,N,L
CVE-2026-41402,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,4.1,N,H,L,N,U,L,L,N
CVE-2026-41404,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-41405,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.1,7.5,N,L,N,N,U,N,N,H
CVE-2026-41406,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,3.1,5.3,N,L,N,R,U,L,L,N
CVE-2026-41408,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,3.1,4.2,N,L,L,N,U,N,N,L
CVE-2026-41908,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.1,4.2,N,L,L,N,U,L,N,N
CVE-2026-41909,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-41910,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,3.1,4.2,N,L,L,N,U,N,L,N
CVE-2026-41911,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-41912,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,3.1,7.5,N,L,L,R,C,H,L,N
CVE-2026-41914,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,3.1,8.5,N,L,L,N,C,H,L,N
CVE-2026-41915,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,5.3,L,H,L,N,U,L,H,N
CVE-2026-41916,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-42420,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,3.1,4.2,N,L,L,N,U,N,N,L
CVE-2026-42421,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-42422,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-42423,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,7.5,N,H,L,N,U,H,H,H
CVE-2026-42424,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,3.1,5.7,N,L,L,R,U,H,N,N
