cve_id,component,severity,cvss_vector,cvss_version,base_score,AV,AC,PR,UI,S,C,I,A
CVE-2026-44222,vllm,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,3.1,6.4,N,L,L,N,U,N,N,H
CVE-2026-44223,vllm,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,3.1,6.4,N,L,L,N,U,N,N,H
CVE-2026-47155,vllm,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:N,3.1,6.4,N,H,N,N,U,L,H,N
CVE-2026-48746,vllm,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,3.1,9.1,N,L,N,N,U,H,N,H
CVE-2026-53923,vllm,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.1,7.5,N,L,N,N,U,H,N,N
CVE-2026-54232,vllm,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,8.7,N,L,N,R,U,H,H,H
CVE-2026-54233,vllm,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,3.1,6.4,N,L,L,N,U,N,N,H
CVE-2026-54235,vllm,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,3.1,6.4,N,L,N,N,U,N,L,L
CVE-2026-54236,vllm,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-5497,vllm,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.1,7.5,N,L,N,N,U,N,N,H
CVE-2026-56340,vllm,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-7141,vllm,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,3.1,5.6,N,H,N,N,U,L,L,L
CVE-2026-33401,wallos,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-30860,weknora,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.1,9.9,N,L,L,N,C,H,H,H
CVE-2026-30861,weknora,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.1,9.9,N,L,L,N,C,H,H,H
